n_hard31,n_fd_eq_1,n_fd_eq_2,n_fd_eq_3,n_fd_eq_4,n_fd_eq_5,has_fd_eq_5,top_tokens
31,20,10,0,1,0,False,"dB96,Sw02,Sw09,KN08,dB01,dB02,vZ97"
