Galaxy,distance_mode,D_nominal_mpc,e_D_mpc,D_test_mpc,distance_shift_mpc,distance_shift_sigma,acm_cpp,mond_cpp,delta_cpp_mond_minus_acm,n_valid_mond,geometry_qc_flag,geometry_qc_reason,Qual
UGC06787,D_plus_eD,21.3,5.32,26.62,5.32,1.0,253.11332945366902,355.8075645682077,102.69423511453866,71,review,large_velocity_shift;large_inclination_delta,2
DDO154,baseline,4.04,0.2,4.04,0.0,0.0,600.3146267539219,198.8043298683648,-401.51029688555707,12,review,large_velocity_shift;large_inclination_delta,2
DDO154,D_minus_eD,4.04,0.2,3.84,-0.20000000000000018,-1.0000000000000009,610.2760556753227,116.73583338089696,-493.54022229442575,12,review,large_velocity_shift;large_inclination_delta,2
DDO154,D_plus_eD,4.04,0.2,4.24,0.20000000000000018,1.0000000000000009,610.1606245608871,303.48798116983517,-306.6726433910519,12,review,large_velocity_shift;large_inclination_delta,2
UGC00128,baseline,64.5,9.7,64.5,0.0,0.0,771.6829206657974,292.97248307608885,-478.71043758970853,22,review,large_velocity_shift;large_inclination_delta,1
UGC00128,D_minus_eD,64.5,9.7,54.8,-9.700000000000003,-1.0000000000000004,1210.7358964529974,53.64792550769344,-1157.087970945304,22,review,large_velocity_shift;large_inclination_delta,1
UGC00128,D_plus_eD,64.5,9.7,74.2,9.700000000000003,1.0000000000000004,490.41028807401085,749.3163955301549,258.906107456144,22,review,large_velocity_shift;large_inclination_delta,1
UGC02487,baseline,69.1,10.4,69.1,0.0,0.0,514.2447093149954,8.955995343358415,-505.2887139716369,17,review,faceon_sensitive,1
UGC02487,D_minus_eD,69.1,10.4,58.699999999999996,-10.399999999999999,-0.9999999999999998,837.5937797891055,46.48614344542697,-791.1076363436786,17,review,faceon_sensitive,1
UGC02487,D_plus_eD,69.1,10.4,79.5,10.400000000000006,1.0000000000000004,285.9192881903553,95.04165570642867,-190.87763248392662,17,review,faceon_sensitive,1
UGC11820,baseline,18.1,5.43,18.1,0.0,0.0,915.8814195509509,219.8377106854547,-696.0437088654962,10,review,large_velocity_shift;large_inclination_delta,1
UGC11820,D_minus_eD,18.1,5.43,12.670000000000002,-5.43,-1.0,330.24488151997616,3.8523876875516208,-326.3924938324245,10,review,large_velocity_shift;large_inclination_delta,1
UGC11820,D_plus_eD,18.1,5.43,23.53,5.43,1.0,1777.566259771494,684.6084844294435,-1092.9577753420506,10,review,large_velocity_shift;large_inclination_delta,1
UGC00191,baseline,17.1,5.1,17.1,0.0,0.0,1181.4289479902618,126.38972511505942,-1055.0392228752023,9,ok,,1
UGC00191,D_minus_eD,17.1,5.1,12.000000000000002,-5.1,-1.0,452.3898283487381,3.1137130420392585,-449.27611530669884,9,ok,,1
UGC00191,D_plus_eD,17.1,5.1,22.200000000000003,5.100000000000001,1.0000000000000004,2143.389769419457,433.583351361018,-1709.806418058439,9,ok,,1
UGC05764,baseline,7.47,2.24,7.47,0.0,0.0,1252.9718426223167,137.3505917184253,-1115.6212509038915,10,review,large_inclination_delta,2
UGC05764,D_minus_eD,7.47,2.24,5.2299999999999995,-2.24,-1.0,1688.9428801780257,452.82842591807275,-1236.114454259953,10,review,large_inclination_delta,2
UGC05764,D_plus_eD,7.47,2.24,9.71,2.240000000000001,1.0000000000000004,948.4580693853944,30.41938577189069,-918.0386836135037,10,review,large_inclination_delta,2
