n_mond_better_input,alpha_mean_distance_rel_err_pct_mond_better,alpha_mean_distance_rel_err_pct_acm_better,beta_qual_eq_3_fraction_mond_better,beta_qual_eq_3_fraction_acm_better,beta_qual_ge_2_fraction_mond_better,beta_qual_ge_2_fraction_acm_better,n_flipped_at_distance_edge,median_best_margin_shift,mean_best_margin_shift,max_best_margin_shift
62,17.724819054401117,16.486646215594508,0.016129032258064516,0.08823529411764706,0.3064516129032258,0.45098039215686275,22,10.04357778083197,88.17572365377612,737.6165450458525
