pathology_group,n,mean_acm_cpp,median_acm_cpp,mean_mond_cpp,median_mond_cpp,mean_delta_cpp_mond_minus_acm,median_delta_cpp_mond_minus_acm,mean_distance_rel_err_pct,median_distance_rel_err_pct,fd1_fraction,fd5_fraction,review_geometry_fraction,mean_gas_to_light_proxy,median_gas_to_light_proxy,mean_L3p6,median_L3p6,mean_outer_gas_slope,median_outer_gas_slope,mean_outer_gas_curvature,median_outer_gas_curvature,mean_outer_to_inner_gas_ratio,median_outer_to_inner_gas_ratio,distance_edge_flip_fraction,ml_flip_fraction,mean_vgas_high_freq_power_frac,median_vgas_high_freq_power_frac
acm_better_102,102,82.47771629329709,18.40379227734212,239.72790195942082,73.49107559633636,157.25018566612368,44.87211581300208,16.486646215594508,13.88888888888889,0.4803921568627451,0.0196078431372549,0.28431372549019607,0.4224100075103366,0.17879990197838247,67.98649019607842,17.936,1.4035525556130517,1.2404388717355355,7.673280868116707,4.219338422447764,7.172110316700231,3.3196787226984346,0.0,0.0,0.026208777564048897,0.024794251756930313
gas_flat_hard31,31,159.88943178589616,26.346355011632177,22.78700806329767,4.486567411392014,-137.1024237225985,-18.405104504672916,17.473939989953752,19.92551210428305,0.6451612903225806,0.0,0.4838709677419355,1.181497538859093,0.7925117004680187,17.73090322580645,1.141,1.123852695862334,1.01781612038685,3.9555773240443637,3.3076135146618606,5.951164406058855,3.763593300983405,0.0,0.0,0.0279406365266557,0.025265577274088118
geom_hostage_22,22,127.90775704269225,29.4048792868035,55.451010475533444,14.104013273096164,-72.45674656715879,-14.2434140544382,21.46599120638808,24.956776764702404,0.7727272727272727,0.0,0.45454545454545453,0.6572393014833859,0.5931353760771451,48.15440909090909,2.6790000000000003,1.262387202532794,1.2374256061235698,6.910212945342275,5.534262211729818,3.6871608542908905,3.19456893855115,1.0,0.0,0.02379482200722062,0.021749793367957265
stellar_hostage_9,9,108.1736273573849,40.15725700713109,33.072568040204814,5.676126886053242,-75.1010593171801,-27.33266824966502,9.443870571529489,5.29595015576324,0.3333333333333333,0.0,0.6666666666666666,2.0713537803104085,0.2607879924953096,46.33633333333333,6.537,1.3500909287733993,1.4294371320178894,8.574995754851656,5.480438544180571,4.784432001943457,2.574257218283135,0.0,1.0,0.035170801610330454,0.024483802951033987
