Galaxy,n_points,n_valid_mond,acm_cpp,mond_cpp,delta_cpp_mond_minus_acm,T,D,e_D,f_D,Inc,e_Inc,L3.6,e_L3.6,Reff,SBeff,Rdisk,SBdisk,MHI,RHI,Vflat,e_Vflat,Qual,Ref,ba_obs,geometry_source,inc_true_deg,k_inc,velocity_shift_pct,correction_source_used,geometry_qc_flag,geometry_qc_reason,distance_edge_best_margin_shift,distance_edge_best_mode,distance_edge_flipped,best_ml_scale,ml_best_margin_shift,ml_flipped,distance_rel_err,distance_rel_err_pct,gas_to_light_proxy,gas_surface_proxy,pathology_group,n_rc_valid,gas_peak_radius_kpc,gas_peak_value,gas_outer_to_inner_ratio,gas_abs_slope_outer_mean,gas_abs_slope_outer_median,gas_abs_curvature_outer_mean,gas_abs_curvature_outer_median,vgas_high_freq_power_frac,vgas_smoothness_score
UGC05986,15,15,24.756266425372925,7.477970270176922,-17.278296155196003,9,8.63,2.59,1,90.0,3.0,4.695,0.048,3.12,76.71,1.67,1725.16,2.667,16.53,113.0,4.1,2,"Sw09,Sw02",0.239883291901949,hyperleda_vizier,90.0,1.0,0.0,hyperleda_vizier,ok,,55.04824352542025,D_plus_eD,True,,,,0.3001158748551564,30.01158748551564,0.5680511182108625,0.9562910107927856,geom_hostage_22,12,9.41,772.2841,1.829815142737215,1.0850338507212416,0.4817459896947405,11.92695526880486,10.162224403467608,0.0320450774770199,0.96795492252298
UGC08550,11,11,31.57167426765612,4.818442045242661,-26.75323222241346,7,6.7,2.0,1,90.0,3.0,0.289,0.009,1.01,45.38,0.45,1284.78,0.288,5.59,56.9,1.9,1,"Sw09,Sw02",0.239883291901949,hyperleda_vizier,84.94712241265873,1.0039013222935245,0.3901322293524467,hyperleda_vizier,ok,,37.825954171741415,D_plus_eD,True,,,,0.2985074626865671,29.850746268656717,0.9965397923875432,1.422222222222222,geom_hostage_22,11,5.36,485.7616,2.9953671864911566,1.65360230919468,1.606221073570559,7.643032076604555,6.996580351645687,0.0313070023211743,0.9686929976788256
NGC5033,22,22,170.14884593276278,140.75390073636106,-29.39494519640172,5,15.7,4.7,1,66.0,1.0,110.509,0.407,2.94,2036.24,5.16,614.94,11.314,29.53,194.2,3.6,1,"Sa96,Be87",0.4265795188015926,hyperleda_vizier,66.65465406144807,0.995003352518053,-0.4996647481946947,hyperleda_vizier,ok,,518.2062967371031,D_plus_eD,True,,,,0.2993630573248408,29.93630573248408,0.1023808015636735,0.4249293912625443,geom_hostage_22,22,26.25,3404.7225000000003,3.393770690611144,1.1491424857523282,1.129624154859748,4.130725042972002,1.5683232620268477,0.0171190749491561,0.9828809250508438
DDO170,8,8,271.41558448575205,238.33805172486893,-33.07753276088312,10,15.4,4.62,1,66.0,7.0,0.543,0.03,3.03,9.39,1.95,73.93,0.735,9.14,60.0,1.6,2,"Be91,La90",0.309029543251359,hyperleda_vizier,79.18639690103143,0.9300607934455452,-6.993920655445485,hyperleda_vizier,review,large_inclination_delta,84.76958432261284,D_plus_eD,True,,,,0.3,30.0,1.3535911602209945,0.1932938856015779,geom_hostage_22,8,9.34,761.7600000000001,2.120169513474557,0.6340745802466061,0.6625424614526523,3.348671770097762,3.329362335619835,0.0212652243218619,0.978734775678138
UGC12732,16,16,43.33253265882082,8.027392011994321,-35.305140646826494,9,13.2,4.0,1,39.0,6.0,1.667,0.048,3.12,26.84,1.98,120.46,3.66,17.41,0.0,0.0,1,"Sw09,Sw02",0.9120108393559098,hyperleda_vizier,25.063201274559045,1.4855855950654044,48.55855950654045,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta;faceon_sensitive,53.75973388102709,D_plus_eD,True,,,,0.303030303030303,30.303030303030305,2.1955608878224355,0.933578206305479,geom_hostage_22,14,15.4,1883.56,5.122882069364303,2.150853632637024,2.297165462968941,4.429456392615796,5.44431999790906,0.0270739835544723,0.9729260164455276
NGC5985,33,33,120.5434219035417,20.2425163073586,-100.3009055961831,3,39.7,9.9,1,60.0,2.0,208.728,1.538,10.71,288.95,7.01,1461.61,11.586,39.5,293.6,8.6,1,"Bl04,Br92",0.5011872336272722,hyperleda_vizier,60.64947875565176,0.9935615306158384,-0.6438469384161594,hyperleda_vizier,ok,,120.65411142012816,D_plus_eD,True,,,,0.2493702770780856,24.93702770780856,0.0555076463148212,0.235774855973024,geom_hostage_22,21,34.72,2262.9049,2.6922164180345427,1.640745190624309,1.6377698526623303,7.006217000907818,6.157796474094393,0.0404618827374915,0.9595381172625084
UGC06786,45,45,235.4848756230469,25.83726042862941,-209.64761519441748,0,29.3,7.32,1,64.0,3.0,73.407,0.676,3.42,992.73,3.6,1078.52,5.03,20.31,219.4,7.8,1,"No07,No05",0.4897788193684462,hyperleda_vizier,61.42510510033484,1.0234588716154829,2.345887161548288,hyperleda_vizier,ok,,244.40978507423733,D_plus_eD,True,,,,0.2498293515358361,24.982935153583615,0.0685220755513779,0.3881172839506173,geom_hostage_22,40,19.23,1284.5056000000002,10.53714913724504,1.510900909855558,1.1697097476256175,7.322766218254219,2.9785937067260555,0.0192139106204003,0.9807860893795995
UGC05716,12,12,336.01913312153187,72.20262015681799,-263.81651296471387,9,21.3,5.3,1,54.0,10.0,0.588,0.042,1.84,27.59,1.14,90.54,1.094,10.64,73.1,1.2,2,vZ97,0.72443596007499,hyperleda_vizier,45.39375142343099,1.1363404747120265,13.63404747120265,hyperleda_vizier,review,large_velocity_shift,459.5541079655917,D_plus_eD,True,,,,0.2488262910798122,24.88262910798122,1.860544217687075,0.8417974761465068,geom_hostage_22,12,10.34,866.1249,3.8655357607039216,0.8199210504851181,0.8279001860470641,4.493039818121076,4.6508477446044125,0.0207651722471051,0.9792348277528948
UGC06787,71,71,420.0852963522944,86.07622687516174,-334.00906947713264,2,21.3,5.32,1,66.0,3.0,98.256,0.543,2.88,1891.6,5.37,429.37,5.03,26.44,248.1,4.8,2,"No07,No05",0.6165950018614822,hyperleda_vizier,52.467781239696,1.1519961005524924,15.199610055249234,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,436.59628023937614,D_plus_eD,True,,,,0.2497652582159624,24.976525821596248,0.0511928024751669,0.1744292902496454,geom_hostage_22,43,26.82,1428.0841,4.735199310013246,1.3257087264948113,0.8965217489691462,9.676953478219932,5.978739419258572,0.032056378826585,0.9679436211734148
UGC00128,22,22,768.3401412017624,292.97248307608885,-475.3676581256736,8,64.5,9.7,1,57.0,10.0,12.02,0.565,9.63,20.36,5.95,88.89,7.431,31.27,129.3,2.8,1,"VB99,VH93",0.8709635899560807,hyperleda_vizier,30.49489417243797,1.652677964303876,65.2677964303876,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,737.6165450458525,D_plus_eD,True,,,,0.1503875968992248,15.03875968992248,0.6182196339434276,0.2099004307605395,geom_hostage_22,22,31.25,2034.01,2.71490665611794,0.952782244557044,0.9001080341019332,5.496817450920385,4.29688513544134,0.0141283701789585,0.9858716298210414
NGC3741,21,21,10.77777059618004,3.091601071763121,-7.68616952441692,10,3.21,0.17,2,70.0,4.0,0.028,0.001,0.32,42.94,0.2,143.49,0.182,4.2,50.1,2.1,1,"Ge07,Bm05",0.7762471166286917,hyperleda_vizier,40.62489186276407,1.4432296462968075,44.32296462968075,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,0.506220093568726,D_plus_eD,False,1.3,16.201374493607112,True,0.0529595015576324,5.29595015576324,6.5,4.549999999999999,stellar_hostage_9,21,5.14,192.0996,2.400552617726084,0.6002536028964047,0.5298311711965162,1.610572579375851,1.2149208123074433,0.0395415105534828,0.9604584894465172
F574-1,14,14,15.394353108251428,5.676126886053242,-9.718226222198188,7,96.8,9.68,1,65.0,10.0,6.537,0.596,5.87,29.98,4.46,128.48,3.524,16.19,97.8,4.1,1,"dB01,dB96",,hyperleda_not_found,68.42520153987101,0.9745891442038536,-2.541085579614633,catalog_inclination_proxy,missing,missing_ba_obs,9.462624522481644,D_plus_eD,False,1.3,9.911681491472672,True,0.1,10.0,0.5390852072816277,0.1771602083291439,stellar_hostage_9,14,12.6,901.2004,16.603917742092044,2.7833106333969844,2.8930548725998837,1.4184454115164105,1.0941987647532176,0.0244838029510339,0.975516197048966
UGC12506,31,31,13.19314131060773,3.0654991119327804,-10.12764219867495,6,100.6,10.1,1,86.0,4.0,139.571,3.214,12.36,144.82,7.38,5608.28,35.556,59.01,234.0,16.8,2,Ha14,0.1778279410038923,hyperleda_vizier,90.0,0.9975640502598242,-0.2435949740175802,hyperleda_vizier,ok,,6.901453695991764,D_plus_eD,False,1.3,11.741965360099304,True,0.1003976143141153,10.03976143141153,0.2547520616747031,0.6528301055368277,stellar_hostage_9,31,49.99,6821.1081,2.574257218283135,1.765283848868599,1.294257988956787,21.079994272607543,20.45791213839002,0.0424496740300978,0.957550325969902
NGC1705,14,14,29.131494129021693,3.537813274470795,-25.593680854550897,11,5.73,0.29,2,80.0,10.0,0.533,0.01,0.49,347.4,0.39,587.26,0.139,2.36,71.9,4.3,3,Le14,0.7762471166286917,hyperleda_vizier,40.62489186276407,1.512519853419154,51.25198534191539,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,1.5449228470715717,D_plus_eD,False,1.3,68.37167108370788,True,0.050610820244328,5.061082024432809,0.2607879924953096,0.9138724523339908,stellar_hostage_9,14,1.11,302.0644,0.8162445885982629,0.5941848637690675,0.537635379311439,4.714846315761646,3.81731309397409,0.0436230897206832,0.9563769102793168
UGC00731,12,12,38.74145017003469,12.824588757466074,-25.91686141256861,10,12.5,3.75,1,57.0,3.0,0.323,0.019,1.4,25.63,2.3,82.57,1.807,11.57,73.3,2.3,1,"Sw09,Sw02",0.954992586021436,hyperleda_vizier,17.839871366793364,2.7375524770252104,173.75524770252105,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,16.520529205954034,D_plus_eD,False,1.3,696.1802045372109,True,0.3,30.0,5.594427244582043,0.3415879017013233,stellar_hostage_9,12,10.0,1296.0,7.224607415620142,1.4294371320178894,0.982948210888118,5.480438544180571,4.912250649638034,0.0227886328151674,0.9772113671848326
NGC0247,26,26,87.44280122896544,44.62772133391279,-42.81507989505265,7,3.7,0.19,2,74.0,3.0,7.332,0.027,5.87,33.79,3.74,506.79,1.746,12.79,104.9,8.0,2,"Sa96,Ca90",0.251188643150958,hyperleda_vizier,83.302428368436,0.9678668124996568,-3.2133187500343108,hyperleda_vizier,ok,,26.136736870936296,D_plus_eD,False,1.3,58.043747167691016,True,0.0513513513513513,5.135135135135135,0.2381342062193126,0.1248248448625925,stellar_hostage_9,26,11.84,1369.7400999999998,6.144809747614746,1.6864984522181143,2.060898455038526,8.883131132637418,8.185643080753298,0.0161625306391047,0.9838374693608952
NGC2841,50,50,71.31992417541554,2.58015610866254,-68.739768066753,3,14.1,1.4,3,76.0,10.0,188.121,0.52,5.51,983.63,3.64,4751.49,9.775,45.12,284.8,8.6,1,"Di08,Be91",0.4897788193684462,hyperleda_vizier,61.42510510033484,1.1048780009577563,10.487800095775636,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,34.13644347204946,D_plus_eD,False,1.3,154.73942081474138,True,0.0992907801418439,9.929078014184396,0.0519612377140244,0.7377581209998793,stellar_hostage_9,41,43.08,4758.240400000001,2.709768589954083,1.2067227207401818,1.3251118869240344,15.500326116934035,16.035322946939907,0.0816369015326934,0.9183630984673066
NGC7814,18,18,104.80736163913464,23.4452759492172,-81.36208568991745,2,14.4,0.66,2,90.0,1.0,74.529,0.343,2.08,2709.13,2.54,2635.3,1.07,12.15,218.9,7.0,1,Fr11,0.4466835921509631,hyperleda_vizier,64.31680760317177,1.1096264363867785,10.96264363867785,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,26.8692594670606,D_plus_eD,False,1.3,301.3042600015909,True,0.0458333333333333,4.583333333333334,0.0143568275436407,0.1658503317006634,stellar_hostage_9,12,17.36,549.4336000000001,2.53757680952917,1.4570951140449877,1.0918809861597032,16.016128617482668,14.50502073026782,0.0221135373551283,0.9778864626448716
DDO154,12,12,581.0642660186569,198.8043298683648,-382.2599361502921,10,4.04,0.2,2,64.0,3.0,0.053,0.002,0.65,19.99,0.37,71.26,0.275,4.96,47.0,1.0,2,"Be91,CB89",0.7413102413009175,hyperleda_vizier,43.88186026320149,1.2966361638985842,29.66361638985841,hyperleda_vizier,review,large_velocity_shift;large_inclination_delta,94.83765349450516,D_plus_eD,False,1.3,1602.3702291389786,True,0.0495049504950495,4.950495049504951,5.188679245283019,2.008765522279036,stellar_hostage_9,12,3.95,320.7681,2.0481532880734408,0.6280319910083658,0.675321280419384,2.47107880316877,2.2654318605724395,0.0237375348955821,0.9762624651044178
